46,Road-150 Red- 44,Bikes,Road Bikes,2171,2011-12-28,171,High-Performer,12,281,1005418,281,281,3578,3578,83784
69,Mountain-100 Silver- 44,Bikes,Mountain Bikes,1912,2011-12-12,171,High-Performer,12,49,166600,49,49,3400,3400,13883
278,Mountain-400-W Silver- 42,Bikes,Mountain Bikes,420,2013-12-27,147,High-Performer,11,129,99201,129,129,769,769,9018
169,Patch Kit/8 Patches,Accessories,Tires and Tubes,1,2014-01-28,146,Low-Performer,13,3189,6378,3189,2948,2,2,490
89,Road-250 Black- 44,Bikes,Road Bikes,1555,2013-12-27,147,High-Performer,24,271,628384,271,266,2318,2318,26182
3,Sport-100 Helmet- Red,Accessories,Helmets,13,2014-01-28,146,High-Performer,13,2230,78050,2230,2147,35,35,6003
252,Touring-1000 Yellow- 54,Bikes,Touring Bikes,1482,2013-12-27,147,High-Performer,11,158,376672,158,158,2384,2384,34242
295,Road-750 Black- 52,Bikes,Road Bikes,344,2013-12-28,147,High-Performer,12,386,208440,386,386,540,540,17370
172,Hitch Rack - 4-Bike,Accessories,Bike Racks,45,2014-01-28,146,Mid-Range,12,327,39240,327,324,120,120,3270
66,Road-650 Black- 52,Bikes,Road Bikes,487,2012-12-19,159,High-Performer,23,89,66915,89,89,751,751,2909
229,HL Road Tire,Accessories,Tires and Tubes,12,2014-01-28,146,Mid-Range,13,858,28314,858,820,33,33,2178
275,Touring-3000 Blue- 50,Bikes,Touring Bikes,461,2013-12-23,147,Mid-Range,11,48,35616,48,48,742,742,3237
272,Road-350-W Yellow- 48,Bikes,Road Bikes,1083,2013-12-25,147,High-Performer,12,232,394632,232,232,1701,1701,32886
86,Road-250 Red- 48,Bikes,Road Bikes,1519,2012-12-24,159,High-Performer,12,162,395766,162,162,2443,2443,32980
63,Road-650 Black- 62,Bikes,Road Bikes,487,2012-12-18,159,Mid-Range,24,65,49047,65,65,754,754,2043
255,Touring-3000 Blue- 58,Bikes,Touring Bikes,461,2013-12-27,147,Mid-Range,11,57,42294,57,57,742,742,3844
49,Road-150 Red- 56,Bikes,Road Bikes,2171,2011-12-27,171,High-Performer,12,295,1055510,295,295,3578,3578,87959
261,Touring-3000 Yellow- 62,Bikes,Touring Bikes,461,2013-12-26,147,Mid-Range,11,50,37100,50,50,742,742,3372
92,Road-250 Black- 58,Bikes,Road Bikes,1555,2013-12-26,147,High-Performer,24,270,622026,270,265,2303,2303,25917
161,Classic Vest- M,Clothing,Vests,24,2014-01-27,146,Mid-Range,12,199,12736,199,199,64,64,1061
284,Mountain-500 Silver- 52,Bikes,Mountain Bikes,308,2013-12-25,147,Mid-Range,11,48,27120,48,48,565,565,2465
175,All-Purpose Bike Stand,Accessories,Bike Stands,59,2014-01-28,146,Mid-Range,13,249,39591,249,243,159,159,3045
75,Mountain-200 Silver- 38,Bikes,Mountain Bikes,1266,2013-12-28,147,High-Performer,23,596,1339394,596,583,2247,2247,58234
9,Long-Sleeve Logo Jersey- S,Clothing,Jerseys,38,2014-01-28,146,Mid-Range,12,429,21450,429,426,50,50,1787
95,Road-550-W Yellow- 42,Bikes,Road Bikes,713,2013-12-26,147,High-Performer,24,306,334440,306,303,1092,1092,13935
72,Mountain-100 Black- 42,Bikes,Mountain Bikes,1898,2011-12-27,171,High-Performer,11,45,151875,45,45,3375,3375,13806
264,Touring-1000 Blue- 54,Bikes,Touring Bikes,1482,2013-12-27,147,High-Performer,11,160,381440,160,160,2384,2384,34676
258,Touring-3000 Yellow- 50,Bikes,Touring Bikes,461,2013-12-27,147,Mid-Range,11,59,43778,59,59,742,742,3979
281,Mountain-500 Silver- 42,Bikes,Mountain Bikes,308,2013-12-27,147,Mid-Range,11,45,25425,45,45,565,565,2311
78,Mountain-200 Black- 38,Bikes,Mountain Bikes,1252,2013-12-28,147,High-Performer,24,581,1292559,581,564,2224,2224,53856
218,Road Tire Tube,Accessories,Tires and Tubes,1,2014-01-28,146,Low-Performer,13,2375,9500,2375,2225,4,4,730
178,Short-Sleeve Classic Jersey- M,Clothing,Jerseys,42,2014-01-27,146,Mid-Range,13,407,21978,407,404,54,54,1690
12,Long-Sleeve Logo Jersey- XL,Clothing,Jerseys,38,2014-01-28,146,Mid-Range,12,413,20700,414,409,50,50,1725
155,Half-Finger Gloves- M,Clothing,Gloves,9,2014-01-28,146,Mid-Range,13,499,11976,499,488,24,24,921
55,Road-650 Red- 58,Bikes,Road Bikes,487,2012-12-18,159,High-Performer,22,74,56346,74,74,761,761,2561
167,Mountain Bottle Cage,Accessories,Bottles and Cages,4,2014-01-28,146,Mid-Range,13,2025,20340,2034,2004,10,10,1564
267,Touring-2000 Blue- 50,Bikes,Touring Bikes,755,2013-12-27,147,High-Performer,12,106,128790,106,106,1215,1215,10732
230,Touring Tire,Accessories,Tires and Tubes,11,2014-01-25,146,Mid-Range,13,935,27115,935,920,29,29,2085
273,Road-750 Black- 58,Bikes,Road Bikes,344,2013-12-28,147,High-Performer,12,334,180360,334,334,540,540,15030
250,Touring-1000 Yellow- 46,Bikes,Touring Bikes,1482,2013-12-28,147,High-Performer,11,172,410048,172,170,2384,2384,37277
58,Road-650 Red- 44,Bikes,Road Bikes,487,2012-12-25,159,High-Performer,23,72,54528,72,72,757,757,2370
64,Road-650 Black- 44,Bikes,Road Bikes,487,2012-12-26,159,Mid-Range,23,63,47565,63,63,755,755,2068
293,Road-750 Black- 44,Bikes,Road Bikes,344,2013-12-28,147,High-Performer,12,360,194400,360,360,540,540,16200
287,Mountain-500 Black- 44,Bikes,Mountain Bikes,295,2013-12-25,147,Mid-Range,11,58,31320,58,58,540,540,2847
164,Women's Mountain Shorts- M,Clothing,Shorts,26,2014-01-26,146,Mid-Range,12,352,24640,352,352,70,70,2053
270,Road-350-W Yellow- 42,Bikes,Road Bikes,1083,2013-12-27,147,High-Performer,12,235,399735,235,235,1701,1701,33311
224,LL Mountain Tire,Accessories,Tires and Tubes,9,2014-01-28,146,Mid-Range,12,860,21550,862,828,25,25,1795
227,LL Road Tire,Accessories,Tires and Tubes,8,2014-01-28,146,Mid-Range,13,1043,21903,1043,1029,21,21,1684
61,Road-650 Black- 58,Bikes,Road Bikes,487,2012-12-18,159,High-Performer,23,76,57996,76,76,763,763,2521
259,Touring-3000 Yellow- 54,Bikes,Touring Bikes,461,2013-12-09,147,Mid-Range,11,48,35616,48,48,742,742,3237
67,Mountain-100 Silver- 38,Bikes,Mountain Bikes,1912,2011-12-22,171,High-Performer,12,58,197200,58,58,3400,3400,16433
276,Mountain-400-W Silver- 38,Bikes,Mountain Bikes,420,2013-12-27,147,High-Performer,11,148,113812,148,148,769,769,10346
173,Bike Wash - Dissolver,Accessories,Cleaners,3,2014-01-28,146,Low-Performer,12,908,7272,909,875,8,8,606
156,Half-Finger Gloves- L,Clothing,Gloves,9,2014-01-28,146,Mid-Range,13,443,10632,443,437,24,24,817
87,Road-250 Red- 52,Bikes,Road Bikes,1519,2012-12-25,159,High-Performer,12,133,324919,133,133,2443,2443,27076
256,Touring-3000 Blue- 62,Bikes,Touring Bikes,461,2013-12-23,147,Mid-Range,11,64,47488,64,64,742,742,4317
7,Sport-100 Helmet- Blue,Accessories,Helmets,13,2014-01-28,146,High-Performer,13,2124,74375,2125,2049,35,35,5721
47,Road-150 Red- 48,Bikes,Road Bikes,2171,2011-12-28,171,High-Performer,12,337,1205786,337,337,3578,3578,100482
70,Mountain-100 Silver- 48,Bikes,Mountain Bikes,1912,2011-12-23,171,High-Performer,11,36,122400,36,36,3400,3400,11127
93,Road-550-W Yellow- 38,Bikes,Road Bikes,713,2013-12-26,147,High-Performer,24,270,293760,270,267,1088,1088,12240
279,Mountain-400-W Silver- 46,Bikes,Mountain Bikes,420,2013-12-24,147,High-Performer,11,138,106122,138,138,769,769,9647
176,Hydration Pack - 70 oz.,Accessories,Hydration Packs,21,2014-01-28,146,Mid-Range,13,733,40315,733,719,55,55,3101
170,Racing Socks- M,Clothing,Socks,3,2014-01-28,146,Low-Performer,12,298,2682,298,295,9,9,223
10,Long-Sleeve Logo Jersey- M,Clothing,Jerseys,38,2014-01-28,146,Mid-Range,13,442,22100,442,436,50,50,1700
90,Road-250 Black- 48,Bikes,Road Bikes,1555,2013-12-28,147,High-Performer,23,298,691213,298,289,2319,2319,30052
253,Touring-1000 Yellow- 60,Bikes,Touring Bikes,1482,2013-12-23,147,High-Performer,11,140,333760,140,140,2384,2384,30341
4,Sport-100 Helmet- Black,Accessories,Helmets,13,2014-01-28,146,High-Performer,13,2085,72975,2085,2024,35,35,5613
96,Road-550-W Yellow- 44,Bikes,Road Bikes,713,2013-12-27,147,High-Performer,23,287,312200,287,286,1087,1087,13573
282,Mountain-500 Silver- 44,Bikes,Mountain Bikes,308,2013-12-25,147,Mid-Range,12,39,22035,39,39,565,565,1836
288,Mountain-500 Black- 48,Bikes,Mountain Bikes,295,2013-12-26,147,Mid-Range,11,56,30240,56,56,540,540,2749
219,Touring Tire Tube,Accessories,Tires and Tubes,2,2014-01-28,146,Low-Performer,13,1487,7435,1487,1410,5,5,571
79,Mountain-200 Black- 42,Bikes,Mountain Bikes,1252,2013-12-28,147,High-Performer,23,614,1363128,614,604,2220,2220,59266
265,Touring-1000 Blue- 60,Bikes,Touring Bikes,1482,2013-12-27,147,High-Performer,12,147,350448,147,147,2384,2384,29204
73,Mountain-100 Black- 44,Bikes,Mountain Bikes,1898,2011-12-21,171,High-Performer,11,60,202500,60,60,3375,3375,18409
179,Short-Sleeve Classic Jersey- L,Clothing,Jerseys,42,2014-01-26,146,Mid-Range,13,374,20196,374,372,54,54,1553
56,Road-650 Red- 60,Bikes,Road Bikes,487,2012-12-23,159,Mid-Range,23,53,40071,53,53,756,756,1742
285,Mountain-500 Black- 40,Bikes,Mountain Bikes,295,2013-12-13,147,Mid-Range,12,48,25920,48,48,540,540,2160
262,Touring-1000 Blue- 46,Bikes,Touring Bikes,1482,2013-12-23,147,High-Performer,12,177,421968,177,177,2384,2384,35164
162,Classic Vest- L,Clothing,Vests,24,2014-01-28,146,Mid-Range,12,195,12480,195,195,64,64,1040
76,Mountain-200 Silver- 42,Bikes,Mountain Bikes,1266,2013-12-28,147,High-Performer,24,560,1257368,560,547,2245,2245,52390
59,Road-650 Red- 48,Bikes,Road Bikes,487,2012-12-27,159,High-Performer,23,88,66720,88,88,758,758,2900
225,ML Mountain Tire,Accessories,Tires and Tubes,11,2014-01-28,146,Mid-Range,13,1160,34800,1160,1160,30,30,2676
165,Women's Mountain Shorts- L,Clothing,Shorts,26,2014-01-28,146,Mid-Range,12,363,25410,363,363,70,70,2117
65,Road-650 Black- 48,Bikes,Road Bikes,487,2012-12-25,159,Mid-Range,21,60,45552,60,60,759,759,2169
171,Racing Socks- L,Clothing,Socks,3,2014-01-27,146,Low-Performer,13,270,2430,270,269,9,9,186
271,Road-350-W Yellow- 44,Bikes,Road Bikes,1083,2013-12-27,147,High-Performer,11,216,367416,216,216,1701,1701,33401
228,ML Road Tire,Accessories,Tires and Tubes,9,2014-01-28,146,Mid-Range,13,925,23125,925,890,25,25,1778
85,Road-250 Red- 44,Bikes,Road Bikes,1519,2012-12-25,159,High-Performer,12,144,351792,144,144,2443,2443,29316
62,Road-650 Black- 60,Bikes,Road Bikes,487,2012-12-12,159,High-Performer,22,76,57156,76,76,752,752,2598
254,Touring-3000 Blue- 54,Bikes,Touring Bikes,461,2013-12-17,147,Mid-Range,12,55,40810,55,55,742,742,3400
168,Road Bottle Cage,Accessories,Bottles and Cages,3,2014-01-25,146,Mid-Range,13,1711,15399,1711,1699,9,9,1184
268,Touring-2000 Blue- 54,Bikes,Touring Bikes,755,2013-12-28,147,High-Performer,11,88,106920,88,88,1215,1215,9720
274,Touring-3000 Blue- 44,Bikes,Touring Bikes,461,2013-12-28,147,Mid-Range,11,53,39326,53,53,742,742,3575
251,Touring-1000 Yellow- 50,Bikes,Touring Bikes,1482,2013-12-23,147,High-Performer,12,151,359984,151,150,2384,2384,29998
88,Road-250 Red- 58,Bikes,Road Bikes,1555,2013-12-27,147,High-Performer,24,306,702666,306,301,2296,2296,29277
45,Road-150 Red- 62,Bikes,Road Bikes,2171,2011-12-28,171,High-Performer,12,336,1202208,336,336,3578,3578,100184
294,Road-750 Black- 48,Bikes,Road Bikes,344,2013-12-28,147,High-Performer,12,363,196020,363,363,540,540,16335
48,Road-150 Red- 52,Bikes,Road Bikes,2171,2011-12-27,171,High-Performer,12,302,1080556,302,302,3578,3578,90046
71,Mountain-100 Black- 38,Bikes,Mountain Bikes,1898,2011-12-27,171,High-Performer,11,49,165375,49,49,3375,3375,15034
94,Road-550-W Yellow- 40,Bikes,Road Bikes,713,2013-12-28,147,High-Performer,23,266,289880,266,264,1089,1089,12603
257,Touring-3000 Yellow- 44,Bikes,Touring Bikes,461,2013-12-28,147,Mid-Range,11,59,43778,59,59,742,742,3979
280,Mountain-500 Silver- 40,Bikes,Mountain Bikes,308,2013-12-26,147,Mid-Range,11,45,25425,45,45,565,565,2311
217,Mountain Tire Tube,Accessories,Tires and Tubes,2,2014-01-28,146,Mid-Range,13,3092,15465,3093,2958,5,5,1189
177,Short-Sleeve Classic Jersey- S,Clothing,Jerseys,42,2014-01-28,146,Mid-Range,13,406,21924,406,402,54,54,1686
154,Half-Finger Gloves- S,Clothing,Gloves,9,2014-01-25,146,Mid-Range,13,487,11688,487,478,24,24,899
11,Long-Sleeve Logo Jersey- L,Clothing,Jerseys,38,2014-01-28,146,Mid-Range,13,452,22650,453,449,50,50,1742
91,Road-250 Black- 52,Bikes,Road Bikes,1555,2013-12-25,147,High-Performer,24,319,734425,319,312,2302,2302,30601
260,Touring-3000 Yellow- 58,Bikes,Touring Bikes,461,2013-12-27,147,Mid-Range,12,47,34874,47,47,742,742,2906
283,Mountain-500 Silver- 48,Bikes,Mountain Bikes,308,2013-12-27,147,Mid-Range,11,50,28250,50,50,565,565,2568
68,Mountain-100 Silver- 42,Bikes,Mountain Bikes,1912,2011-12-28,171,High-Performer,11,42,142800,42,42,3400,3400,12981
277,Mountain-400-W Silver- 40,Bikes,Mountain Bikes,420,2013-12-24,147,High-Performer,12,128,98432,128,128,769,769,8202
174,Fender Set - Mountain,Accessories,Fenders,8,2014-01-28,146,Mid-Range,13,2121,46662,2121,2110,22,22,3589
74,Mountain-100 Black- 48,Bikes,Mountain Bikes,1898,2011-12-26,171,High-Performer,12,57,192375,57,57,3375,3375,16031
8,AWC Logo Cap,Clothing,Caps,7,2014-01-28,146,Mid-Range,13,2190,19710,2190,2132,9,9,1516
286,Mountain-500 Black- 42,Bikes,Mountain Bikes,295,2013-12-25,147,Mid-Range,11,49,26460,49,49,540,540,2405
263,Touring-1000 Blue- 50,Bikes,Touring Bikes,1482,2013-12-28,147,High-Performer,12,150,357600,150,150,2384,2384,29800
163,Women's Mountain Shorts- S,Clothing,Shorts,26,2014-01-28,146,Mid-Range,12,304,21280,304,304,70,70,1773
77,Mountain-200 Silver- 46,Bikes,Mountain Bikes,1266,2013-12-28,147,High-Performer,23,579,1298709,579,566,2243,2243,56465
269,Road-350-W Yellow- 40,Bikes,Road Bikes,1083,2013-12-27,147,High-Performer,12,246,418446,246,246,1701,1701,34870
60,Road-650 Red- 52,Bikes,Road Bikes,487,2012-12-21,159,Mid-Range,24,61,46083,61,61,755,755,1920
226,HL Mountain Tire,Accessories,Tires and Tubes,13,2014-01-28,146,Mid-Range,13,1395,48860,1396,1395,35,35,3758
160,Classic Vest- S,Clothing,Vests,24,2014-01-28,146,Mid-Range,13,168,10944,171,168,64,65,841
289,Mountain-500 Black- 52,Bikes,Mountain Bikes,295,2013-12-24,147,Mid-Range,11,41,22140,41,41,540,540,2012
97,Road-550-W Yellow- 48,Bikes,Road Bikes,713,2013-12-27,147,High-Performer,22,261,283680,261,258,1086,1086,12894
166,Water Bottle - 30 oz.,Accessories,Bottles and Cages,2,2014-01-28,146,Mid-Range,13,4244,21245,4249,4073,5,5,1634
266,Touring-2000 Blue- 46,Bikes,Touring Bikes,755,2013-12-27,147,High-Performer,12,97,117855,97,97,1215,1215,9821
80,Mountain-200 Black- 46,Bikes,Mountain Bikes,1252,2013-12-27,147,High-Performer,24,620,1373454,620,600,2215,2215,57227
249,Touring-2000 Blue- 60,Bikes,Touring Bikes,755,2013-12-28,147,High-Performer,12,81,98415,81,81,1215,1215,8201
180,Short-Sleeve Classic Jersey- XL,Clothing,Jerseys,42,2014-01-28,146,Mid-Range,12,409,22086,409,405,54,54,1840
57,Road-650 Red- 62,Bikes,Road Bikes,487,2012-12-05,159,High-Performer,23,75,57381,75,75,765,765,2494
